x,y,z
-6.800,4.198,-2.000
-6.774,4.152,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.773,4.159,-2.000
-6.773,4.159,-2.000
-6.773,4.159,-2.000
-6.773,4.159,-2.000
-6.773,4.159,-2.000
-6.773,4.159,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.777,4.155,-2.000
-6.773,4.159,-2.000
-6.773,4.159,-2.000
-6.773,4.159,-2.000
-6.782,4.154,-2.000
-6.782,4.154,-2.000
-6.782,4.154,-2.000
-6.782,4.154,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.775,4.157,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.801,4.200,-2.000
-6.801,4.200,-2.000
-6.801,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.800,4.200,-2.000
-6.801,4.200,-2.000
-6.774,4.152,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.777,4.154,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.793,4.209,-2.000
-6.793,4.206,-2.000
-6.793,4.206,-2.000
-6.793,4.206,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.792,4.209,-2.000
-6.793,4.206,-2.000
-6.793,4.206,-2.000
-6.793,4.206,-2.000
-6.793,4.206,-2.000
-6.793,4.206,-2.000
-6.791,4.209,-2.000
-6.791,4.209,-2.000
-6.786,4.158,-2.000
-6.786,4.158,-2.000
-6.786,4.158,-2.000
-6.786,4.158,-2.000
-6.786,4.158,-2.000
-6.774,4.148,-2.000
-6.781,4.153,-2.000
-6.781,4.153,-2.000
-6.786,4.158,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-4.405,4.859,-2.000
-4.406,4.858,-2.000
-4.423,4.853,-2.000
-4.423,4.853,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.405,4.859,-2.000
-4.423,4.853,-2.000
-4.423,4.853,-2.000
-4.423,4.853,-2.000
-4.423,4.853,-2.000
-4.423,4.853,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-4.405,4.859,-2.000
-4.406,4.858,-2.000
-4.406,4.858,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.156,-2.000
-6.774,4.156,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.775,4.147,-2.000
-6.799,4.198,-2.000
-6.775,4.147,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.775,4.157,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.150,-2.000
-6.774,4.150,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.801,4.197,-2.000
-6.801,4.197,-2.000
-6.801,4.197,-2.000
-6.799,4.198,-2.000
-6.799,4.198,-2.000
-6.800,4.199,-2.000
-6.800,4.199,-2.000
-6.800,4.199,-2.000
-6.801,4.197,-2.000
-6.799,4.198,-2.000
-6.801,4.197,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.772,4.151,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.775,4.147,-2.000
-6.775,4.147,-2.000
-6.776,4.138,-2.000
-6.776,4.138,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.148,-2.000
-6.776,4.153,-2.000
-6.776,4.153,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.782,4.155,-2.000
-6.782,4.155,-2.000
-6.782,4.155,-2.000
-6.782,4.155,-2.000
-6.782,4.155,-2.000
-6.782,4.155,-2.000
-6.773,4.159,-2.000
-6.773,4.159,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.781,4.153,-2.000
-6.776,4.150,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.776,4.150,-2.000
-6.775,4.152,-2.000
-6.775,4.170,-2.000
-6.775,4.170,-2.000
-6.774,4.152,-2.000
-6.799,4.198,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.782,4.155,-2.000
-6.782,4.155,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.780,4.146,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.775,4.150,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.778,4.170,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.778,4.170,-2.000
-6.778,4.170,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-1.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.782,4.186,-2.000
-6.774,4.148,-2.000
-6.774,4.150,-2.000
4.308,1.449,-2.000
-6.791,4.165,-2.000
-6.799,4.190,-2.000
-6.782,4.186,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.775,4.147,-2.000
-6.775,4.147,-2.000
-6.775,4.147,-2.000
-6.775,4.147,-2.000
-6.775,4.147,-2.000
-6.774,4.148,-2.000
-6.774,4.148,-2.000
-6.776,4.149,-2.000
-6.776,4.149,-2.000
-6.774,4.148,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.774,4.152,-2.000
-6.778,4.170,-2.000
-6.778,4.170,-2.000
